id,current_location,main_find_spot,specific_find_spot,catalogue_number,expedition_or_collection,site_mark_or_collection_number,language,script,genre,subgenre,archive,title,content_summary,date1,date2,number_of_folios,number_of_used_sides,total_number_of_lines,writing_surface,shape_and_dimensions,image,alltext_correspondance ,translation,commentary,bibliography
64,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/9,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,"Order concerning wine, barley, and sheep",,,1,2,R: 1; V:9,1 paper,,http://idp.bl.uk/idp.a4d,64,"r:%§1 To pharṣa Sāṃdara %v:%§1 [Spāta Sudārrjāṃ] orders thus:%§2 To pharṣa Sāṃdara.%§3 Because [they] delivered a document to me, [saying:]%§4 “… does not become ...”%§5 If you do not obtain (it) at your place, nor carry it all to Phema, nor inspect the men.%§6 They can do ...%§7 Then you should buy a sheep there.%§8 So much, however, … the uneven places (?) you come in Āskūra.%§9 As for the wine, order to store it away so that it is not spoiled.%§10 [The (Tibetan) masters] are going out on the 10th [of … month].%§11 And all the things … the pond of Phaṃnāi …%§12 Place (what is) present …%§13 Now, here for the Masters, they are … because they will deliver barley flour.%§14 Now, I have sent two men to you.%§15 […] they will request the thing (to be sent) to the fort.%§16 … Signum-SU","§5 barä: bara- ‘to carry’, opt. 3s. Moreover, spāśä in §5 and gęnä in §7 are also in the optative.%§8 hīśa: ‘uneven places (?)’, also attested in Archive 3/1.33 §13 and §14. See SDTV, p.39.%§10 [hvāṣṭa āṃ x x x māśtä] 10 mye haḍai narą̄mīṃdä: ‘[The (Tibetan) masters] are going out on the 10th [of … month]’, restored according to Archive 3/1.35 §7: ‘hvāṣṭa āṃ [… mā]śta 10 mye haḍai narą̄mīṃdä.’ Unfortunately, the month is not preserved in either place.%§11 hirä: ‘thing’. Yoshida (2006, p.100; 2008b, p.103) argues that hira- ‘thing’ is the general term for tax in Khotanese, while thaṃga- ‘tax’ refers to tax in money.%§12 ṣṭa: This akṣara is damaged and the reading is uncertain. Skjærvø (Catalogue, p.112) reads ‘-v-’.%§14 hą̄mai: ‘barley flour’.%§16 ā . hājaṃ hā: unclear.",KT II: 36 (5); Catalogue: 112; ZHANG Zhan 2016: 216-218.
65,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/10,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,a: List of draft animal providers; b: List of draft animal providers ,,,1,1,9,1 paper,,http://idp.bl.uk/idp.a4d,65,"a:%§1 [These men] will carry grain.%§2 Makala one ox, Budāṣṭira, Ṣanīraka, Braṃga, …, Budadatta from Cira, Ysāḍadatta, Virśabhadrra, Brabuda, Hvrrīviṭa, Bhadrra-, Hattikaṃ, Darauka, Virgāṃ, Sude, Śī’lāṃ, Budarma, the reverend Yīśedrrabhadrra.%§3 Aniruda one jenny, Suhadāysa, pharṣa Sāṃdara, Saṃga, Upadatta, Aśnadatta.%§4 Yaduysa one cow, Īrvadatta one cow. %b:%§1 The following (are) the men who will drive animals for ploughing(?):%§2 Hunaka, Ṣanīraka, Sīlāṃ, Īrvadatta, Pu’ysdaka, Kharajsajsa.%§3 The following (are) (those men whose) draft animals have carried loads%§4 Ṣanīraka, eight; Sahadatta, an ox; … Sāṃdara; (someone) belonging to spāta Marṣa’; Viśnadabhadrra; Jayabhadrra.","a:%§2 yīśe[drrabhadrri]: Proper name, restored by Skjærvø (Catalogue, p.112), also in Archive 3/5.17 §2.%§3 [a]śnadatti: Also in Archive 3/5.1.%§4 yadu: Proper name, attested as yaduysi in Archive 3/4.10p §2 and Archive 3/5.2 §8.%§4 gūhi śā: ‘one cow (?)’. The gender of the numeral does not agree with that of the noun it modifies. The expected forms are either gūhi śau ‘one ox’ or gūha śā ‘one cow’. %b:%§1 karera: ‘ploughing’, uncertain, suggested by Skjærvø in Catalogue, p.113, attested again as karairā in Archive 3/1.13 §11. See kara- ‘field’ in Dict., p.53%§2 Among the six names in §2, Īrvadatta and Ṣanīraka are in Archive 3/5.15.%§3 stūra cu bīrri buḍāṃdi: ‘the draft animals that have carried loads.’ Compare stūra cu bīrrä barīdi ‘the draft animals that are going to carry loads’ in Archive 3/5.17 §1.%§4 Among the six men listed in §4, Ṣanīraka and Sāṃdara are in Archive 3/5.15 §2 and §3, and the remaining four men are in Archive 3/5.17 §2. The three documents concerning draft animal providers are related, but it is premature to draw any conclusion on their exact relationship.",KT II: 36 (5); Catalogue: 112; ZHANG Zhan 2016: 409-411.
66,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/11,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,R: Order concerning grain; V: Document concerning purchase of vānā-cloth,,,1,2,R: 4; V: 3,1 paper,,http://idp.bl.uk/idp.a4d,66,"r:%§1 [Spāta Sudārrjāṃ orders thus]%§2 To pharṣa Sāṃdara.%§3 Now here, the master’s passerby (messenger?) … is asking for one kūsa [of grain].%§4 I issued an order to you a while ago.%§5 You have not sent it (the grain) to me.%§6 When the order comes to you,%§7 quickly send me [the grain via the passerby’s] hands so that it comes here tomorrow.%§8 The passerby (messenger?) is needed here.%§9 [On x] of Ttuṃjārā (the seventh month), the order went out [to you]. Signum-SU %v:%§1 I bought …%§2 I bought vānā-cloth for 18 mūras.%§3 With these, fine…%§4 8000 mūras.%§5 With these, I bought cloth {for Sudārrjāṃ} from *Baka.","r:%§1 [@ spāta sudārrjāṃ tta parī]: ‘[Spāta Sudārrjāṃ orders thus]’, restored according to the opening formula of orders issued by Sudārrjāṃ. We know that Sudārrjāṃ was the issuer of this order from his signum at the end of the order.%§3 parsaṃ[dai]: ‘passerby’, restored from pa{sta}rsaṃdai in §8.%§3 [pa]jittä: pajäd- ‘to ask for, to collect (tax, debt)’, pres. 3s.%§4 paḍāṃdar-e: ‘formerly, previously’, same as paḍāṃda, from padā-, ‘first’. See Dict., p.203.%§6 khu ttā parau hī[śtä]: ‘When the order comes to you’, restord according to the formula khu ttā parau hīśtä, ‘When the order comes to you’, attested in Archive 3/1.3 §11 and Archive 3/1.16 §7. See Archive 3/1 II.-1-b.%§7 [ttī jsāṃ vā jsārä parsaṃ]dy[e] dīśta thyau hajsęma: ‘Quickly send me [the grain via parsaṃdai’s] hands’, restored according to ttī jsāṃ vā kṣauva hajsęmyari thyau ttye hvaṃḍye dīśta in Archive 3/1.16 §11. Note that the first akṣara of Line 3 is dy-, not ḍy-, as read by Skjærvø in Catalogue, p.113.%§7 khu ma svī hīśtä: ‘so that it comes here tomorrow’. This formula is also attested Archive 3/1.11 §6. For the efficiency of communication reflected in this formula, see introduction of Archive 3/1.2.%§8 par{sta}saṃdai: parsandaa- ‘passer-by’, from pars- ‘to pass’. pres. part. N. m.s. Also attested in Archive 3/1.16 §16, SI P 103.37, and SI P 137.1 (SDTV III, p.151, p.161). Though its exactly meaning remains unclear, it seems refer to a messenger from the Tibetan masters. %v:%§2 vą̄nā: a sort of cloth, also in Hedin 59. See Dict., p.383.","KT II: 37 (5); Catalogue: 113; ZHANG Zhan 2016: 139-141, 443-444."
67,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/12,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,R: Order concerning road work and wine; V: Letter concerning wine,,,1,2,R: 7; V: 4,1 paper,,http://idp.bl.uk/idp.a4d,67,"r:%§1 Spāta Sudārrjāṃ orders thus:%§2 To pharṣa Sāṃdara.%§3 Now … in the Fort has gone out to us,%§4 Transfer it into the house, carry wine to us here in the land (of) Āskūra.%§5 Now send … to us.%§6 And (you) the workers must come to us in Āskūra.%§7 As for the road to the pond, lead 20 men there early in the morning (to work on it).%§8 Place loads and loads of reed there and put down the reed.%§9 so that … the ground can be cleaned.%§10 so that you do not get sticks and in Pa’ (the road remains) strong.%§11 The horses there are going down (= sinking into the muddy road?).%§12 Ysāḍadatta, haṃdasta of Āskūra, came.%§13 Order to clean the road in the uneven places.%§14 (And order) those from Āskūra to strike the uneven places. Signum-SU %v:%§1 [I,] embracing the earth of Śvarabhadra, speak:%§2 (I am) spāta Sudārrjāṃ. Because I have delivered a document to […]%§3 Please carry that out only for them.%§4 As for the barley belonging to the king, please gather ...%§5 As for the wine, please store it away so that it is not spoiled.%§6 The (Tibetan) masters are going out on the 10th of … month.%§7 Do not ask again (about) the 5 ṣaṃgas of lucerne. Signum-SU","r:%§3 śaṃ[…]: Bailey (SDTV, p.36) restored śaṃ[dā] ‘earth’ here, without giving specific reasons.%§3 dañai: from daṃña-ī, damäna-, ‘house’, L.s., see Dict., p.152.%§3 däthaḍai: ‘to transfer’, impv. 2s., also attested in Archive 3/1.39 §21, similar to bāysdai impv. 2s. in Archive 3/1.24 §7 and Archive 3/1.34 §6.%§7 pad[i]: ‘road’, attested again in §13.%§8 näśarä: näś- ‘to place’, impv. 2pl., Dict., p.185. The subject of the verb is pharṣa Sāṃdara and the 20 men led by him.%§8 ṇe[yarä]: OKhot. niṣā’y- > ṇe’y-, ‘to place’, impv. 2pl. Bailey reads (SDTV, p.36): ‘be x’. Note that the hook is missing.%§9 jastä himi: gyeh, jeh-, ‘to cleanse, heal’, potential construction, attested again as jaśti, inf. in §13.%§10 d(au)la: ‘stick’. Bailey (SDTV, p.36) reads: ‘sala’. Skjærvø (Catalogue, p.113) emends the text as: ‘d(au)la’.%§10 byehi: ‘to obtain’, pres. 2s., not pres. 3s. as Bailey (SDTV, p.37) and Skjærvø (Catalogue, p. 113) take it.%§10 khu d(au)la nä byehi: ‘so that you do not get sticks’. This formula is also attested in SI P 103.14. (SDTV III, p.140) Similar penalty clauses are also found in Prakrit and Tumshuqese documents from Xinjiang. See, Hitch 1988.%§10 pe’ vī: ‘on strength (?)’. Bailey (SDTV, p.37) takes pe’ as from pā, ‘foot’ and translates it as ‘underfoot’. This rendering is morphologically implausible. Skjærvø (Catalogue, p.113) reads pe’-v-ī and translates it as ‘his strength’, but this rendering does not fit the context very well. Also see commentary on Archive 3/1.32 §4.%§10 \ś{ī}i’rī/: This word is written vertically between vī and pa. It must not be an insertion, since no insertion is written vertically. It is most likely part of the name of the addressee of the document on the back of this order, Archive 3/1.35, a letter to Āśi’ra Śvarabhadra. The rest of the name must have been lost in the lacunae. (Discovered by Skjærvø)%§11 vahąnī[de]: vahan-, ‘to descend’, pres. 3p.%§12 || āskūrī [haṃ]dastä ā: ‘The haṃdasta of Āskura has come.’ This sentence is an insertion above the last line.%§12 ysāḍadattä: Proper name. Ysāḍadatta from Āskūra is attested in Archive 3/3.10 with two other auva-haṃdastas.%§13 hīśvā and hīśa’, ‘uneven places’, L. pl. Meaning inferred from context by Bailey in SDTV, p. 39. Dict. 486.%§14 pyähaitta: pähay- ‘to strike’, inf. %v:%§1 […] śvarabhadrä śaṃdā haṃbujsai hų̄ñūṃ: ‘[I,] embracing the earth of Śvarabhadra, speak:’. This is the opening formula of letters between officials and non-officials, which is also attested in SI P 94.5 (SDTV III, p.97).%§3 pa’jsaude: paljsem-, ‘to carry out, accomplish’, inf. See Dict. p.201.%§4 dvrrāku: reading uncertain and meaning unclear.%§5 pirśtä: prīh-, pirsta- ‘to cover, store away’, inf. Skjærvø (Catalogue, p.114) takes this word as the infinitive of pary-, parsta- ‘to order’. Bailey’s rendering (Dict., p.240) fits the context better.%§5 khu nä bajaittä: ‘so that it does not go bad.’ This adverbial clause of purpose is governed by the previous sentence. Skjærvø (Catalogue, p.114) reads khu na bajaittä, and parses it differently. An almost identical sentence is attested in Archive 3/1.36 §9.%§6 hvāṣṭa āṃ [x x x mā]śta 10 mye haḍai narą̄mīṃdä: ‘The (Tibetan) masters are going out on the 10th of … month’. This sentence is used to emend Archive 3/1.36 §10: ‘[hvāṣṭa āṃ x x x māśtä] 10 mye haḍai narą̄mīṃdä ’.%§7 na ma vā pu’sa: ‘do not ask again (= a fortiori)’.","KT II: 37 (5); Catalogue: 113; ZHANG Zhan 2016: 208-210, 214-215."
68,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/13,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,patrol roster,,,1,1,4,1 paper,,http://idp.bl.uk/idp.a4d,68,"§1 On the 18th day Mūñaṃjā (the 10th month), (the following) are going on patrol duty:%§2 {Salamai}, {Saṃgapuña}, Kharrjāṃ, {Ṣanīra from Suhīka}, [{vilocaṃ}] Braṃga, Brūnada, Surade, Sāmadatta, Saṃganaṃda, {Īysadatta}, Vidyabuda, [Senila,] Kharamurai owes one shift of patrol duty. Īrvadatta owes one shift of patrol duty. Śirībuda. Sūradatta owes one shift of patrol duty. Then when for him, (it is) Vidarrjāṃ. Signum-SU. Phāja. Ttāṃguysa. Signum-SU.","§1 [@ tti vā mūñaṃ]ji 18: Restored from Archive 3/4.6r §1:‘tti vā mų̄ñaṃji 10 8’.%§2 {suhīkā ṣanīra} [{vilocaṃ} ||] braṃgi: Restored from Archive 3/4.6a §2: ‘suhīkā ṣanīri || vilocaṃ || braṃgi’. As ‘vilocaṃ’ is not in Archive 3/4.6r, it must have been deleted in the prospective roster.%§2 vidyabudi || [senili]: Restored from Archive 3/4.6r §2: ‘vidyabudi || senili’.%§2 kharamurrai va vāri spaśaña śau jū || īrvadatti va vārä spaśaña śau jūṃ ||: ‘Kharamurrai owes one turn of patrol duty. Īrvadatta owes one turn of patrol duty.’ In other words, Kharamurrai and Īrvadatta, who had been scheduled to go on duty in this patrol, asked for leave this time. They were both rescheduled to Patrol 9, but did not go for a second time, as their names are listed and deleted Archive 3/4.9p §2. The formula va vāri spaśaña śau jūṃ corresponds to the formula va vā tsve in the retrospective roster.%§2 śirībudi || [sūrada]tti || va vāri spaśi śau: ‘Śirībudi. Sūradatta owes one shift of patrol duty’, restored from Archive 3/4.6a §2:‘śirībudi || sūradatti va vā tsve ||’. Just as Kharamurrai and Īrvadatta, Sūradatti also asked for leave. He was rescheduled to Patrol 10, as in Archive 3/4.10p §2.%§2 phāji || ttāṃguysi || Signum-SU: These two names were added after Sudārrjāṃ had signed the roster. He signed again to authenticate the addition. Note that Ttāṃguysa is attested not in Archive 3/4.6a, but in Archive 3/4.6r.",KT II: 37 (5); Catalogue: 114; ZHANG Zhan 2016: 347-348.
69,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/14,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,Account of mūras,,,1,1,2,1 paper,,http://idp.bl.uk/idp.a4d,69,"§1 Hvrrīviṭi paid an amount of 3280 mūrās.%§2 He first paid 3300 mūrās.%§3 These are what … of/for those from Birgaṃdara, one piece of small cloth, 3000 mūrās, and Yąnaka’s 3300 mūrās.%§4 He received 10000 mūrās, one for two.","§4 śau dvana: unclear. Skjærvø (Catalogue, p.114) renders: ‘minus one or two’. It may mean ‘approximately’, since 3280 + 3300 + 3300 = 9880 ≈ 10000.",KT II: 38 (5); Catalogue: 114; ZHANG Zhan 2016: 323.
70,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/15,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,Record of cloth and money for the king,,,1,1,2,1 paper,,http://idp.bl.uk/idp.a4d,70,"§1 Senila brought the tax for the king: nine bolts of floss silk cloth, one forty-[foot-long small cloth ... and four] thousand [mūrās.]","§1 rrvī: ‘of the king’, as opposed to kṣīra-, ‘of the state’. On the difference of rrvī and kṣīra-, see commentary on Archive 3/1.12 §14.%§1 hirä: ‘thing, tax’. Yoshida (2006, p.100; 2008b, p.103) suggests that hira- ‘thing’ is the general term for tax, while thaṃga- ‘tax’ refers to tax money only.",KT II: 38 (5); Catalogue: 115; ZHANG Zhan 2016: 327.
71,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/16,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,"Document concerning vouchers	",,,1,1,3,1 paper,,http://idp.bl.uk/idp.a4d,71,"§1 … in … ounces of … went in (= converted into) … …%§2 The vouchers for them have not been obtained yet.%§3 He received the collected (sum) from the Sogdians …%§4 In Rrāhaja (the 12th month), … brothers in the same house.","§1 saṃttīrvā: satīra-, ‘ounce, stater’, L. pl., a small measure of weight, from Gk. στατηρ, found in various languages of the Tarim Basin, including Niya Prakrit, Sogdian, Kuchean, Uighur, and Judaeo-Persian. See Dict., p.418 and Zhang and Shi 2008, p.94, commentary on styr/satēr-.%§1 ttrraṃda: See commentary on Archive 3/3.8 §5.%§2 u kṣauvā na ra by[aidi]: ‘The vouchers for them have not been obtained yet.’ The same sentence is attested in Archive 3/3.2 §15 and Archive 3/3.3 §7.%§3 2[…]nä sūlyau jsa paphūka nāte: ‘He received the collected from the Sogdians’. A very similar sentence is attested in Archive 3/3.2 §14.%§4 haṃña biśa: ‘in the same house’, an expression also attested in SI P 94.20 (SDTV III, p.103).",KT II: 38 (5); Catalogue: 115; ZHANG Zhan 2016: 325-326.
72,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/17,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,Order of evacuation,,,1,2,R: 7; V: 1,1 paper,,http://idp.bl.uk/idp.a4d,72,"r:%§1 Spāta Sudārrjāṃ orders thus:%§2 To [pharṣa Sāṃdara], auva-haṃdasta Sudatta, and Suda[tta] in Pa’.%§3 Now an order from the Gracious Lord has come, (saying):%§4 “The plundering Huns have passed here … of the fort.%§5 When you hear the order,%§6 Bring here all the men tomorrow.”%§7 An order went out to you previously.%§8 If [you do not] … to us, you will have to die and [you will suffer] other punishment.%§9 On the … of Skarihvāra (the 11th month), the ... order (went out to you). Signum-SU. %v:%§1 To [Pharṣa] Sāṃdara.","r:%§4 ysaṃgauñä: meaning uncertain. Bailey (Dict., p.344) proposes ‘plundering’ from zang- ‘to seize’.%§4 huna: ‘Hun’, pl., referring to the Uighurs. See commentary on Archive 3/1.2 §7.%§4 parrya: pars- parräta- ‘to pass’, pf. intr. 3pl. See commentary on Archive 3/1.2 §7.%§6 pana [hvaṃḍi]: ‘all men’. Restored from context. Compare similar instructions in the orders on evacuation, particularly hvaṃḍi vā biśi kītha ttvaśdyari, ‘Transfer all men to us in the fort’, in Archive 3/1.4 §4.%§8 [x x x]sāta: unclear. Skjærvø (Catalogue, p.115) reads: ‘spāta’%§8 mirą̄ñ-ū: participle of necessity, ‘you (pl.) will have to die’, from mar- ‘to die’.%§9 haṃdą̄maṃci: From *haṃ-dām-, meaning unclear, present participle, f. sg. Nom.-acc. Bailey (Dict., p.453) proposes ‘to complete’ from ham-dā- ‘to end (?).’",KT II: 38 (5); Catalogue: 115; ZHANG Zhan 2016: 130-131.
73,"1 British Library, London, UK",1 Khotan,5 Domoko,Or.11344/18,,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,Note on lack of voucher,,,1,1,1,1 paper,,http://idp.bl.uk/idp.a4d,73,§1 I do not have the document of the vouchers of floss silk cloth and (any) other (string of) 1000 coins here.,,KT II: 38 (5); Catalogue: 115; ZHANG Zhan 2016: 325.
74,"3 Museum of Ethnography, Stockholm, Sweden",1 Khotan,5 Domoko,Hedin 1,Hedin,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,Account of outstanding cloth,Year 35. ,,1,1,9,1 paper,,http://idp.bl.uk/idp.a4d,74,"§1 In the 35th regnal year, there (are) 44 workers.%§2 One man (should deliver) 23 feet of floss silk cloth.%§3 So, according to (the number of) men, the cloth (to be delivered) is 25 (bolts) 12 feet.%§4 The prefect and the officials should deliver 7 (bolts) 30 feet (of cloth).%§5 In total, 33 bolts 2 feet of cloth should be delivered.%§6 Now, according to the vouchers, 23 (bolts) 11 feet has been delivered.%§7 Prefect spāta Sudārrjāṃ is to deliver 3 (bolts) (of cloth).%§8 Spāta Yanivi (is to deliver) 40 feet (of cloth).%§9 Pharṣa Sāmada owes 20 feet (of cloth).%§10 Ṣanīraka (owes) 20 feet (of cloth).%§11 Budarma (owes) 23 feet (of cloth).%§12 Hvrrīviṭa and Visarrjāṃ (owe) six feet (of cloth).%§13 The Sogdians took small cloth for 2.5 bolts (of cloth).%§14 Spāta Śe’maka received the collected from them (= the Sogdians) in the village of thini ttiki.%§15 The voucher has not been obtained from the Sogdians yet.%§16 Yaudara owes 1640 mūrās.%§17 Sūradatta owes 2250 mūrās.%§18 Sudatta from Pa’ owes 1640 mūrās.","§1 sparadirsamye kṣu(ṇi) kīrarā hvaṃḍi 40 4: ‘In the 35th regnal year, there (are) 44 working men’. In other words, 44 men have been registered as workers, and they were responsible for delivering tribute cloth.%§2 pe’mīnai thau: ‘floss silk cloth’. Chin. shīchōu 絁紬, probably Tib. men dri. Its price was at 62.5 mūrās per foot. See the calculation in commentary of Archive 3/3.9 §3. More on this word, see commentary on Archive 3/2.3.%§3 thauna: ‘bolt’, corresponding to Chin. pǐ 匹. One bolt equals to 40 feet, in accordance with the Tang system.%§4 tsīṣī u hārvā: ‘Prefect and the officials’. Tsīṣī ‘prefect’, from Chin. cìshǐ 刺史. See commentary on Archive 3/1.2 §2. For hārvā ‘officials’, see commentary on Archive 3/1.13 §2.%§7 tsīṣī spāta sudārrjāṃ: Sudārrjāṃ was the prefect of Cira-Six Town Prefecture, who issued numerous documents in Archive 3.%§8 yąnivi: Proper name. Yąnivi is one of the spelling variants of Yąniviṭi attested in Archive 3/3.3 §10, Archive 3/3.7 §3.%§9 puḍi: ‘to promise, to commit oneself, to owe’. See puḍa- in Studies III, pp. 96-100. It is also attested in a newly discovered Chinese-Khotanese bilingual document, corresponding to Chin. qiàn 欠 ‘to owe’. See Duan and Li 2014, p.31.%§11 budarmä 20 3 chā: ‘Budarma (owes) 23 feet.’ Budarma delivered 23 feet of cloth in the third month of the next year, as recorded in the voucher in Archive 3/2.17 §1.%§12 hvīviṭi u visarrjāṃ kṣi chā: ‘Hvrrīviṭa and Visarrjāṃ (owe) 6 feet.’ Hvrrīviṭa and Visarrjāṃ are not attested in Archive 3/3.1, but it is recorded in Archive 3/2.15 §1 that ‘Visarrjāṃ from Cira together with Hvrrīva delivered 40 feet of cloth’. (Hvīviṭi and hvrrīvi are spelling variants of the same name.) Since one man was to deliver 23 feet of cloth, Hvrrīviṭa and Visarrjāṃ should delivered 46 feet. They already delivered 40 feet, and still owe 6 feet. As recorded in Archive 3/2.15 §1, Hvrrīviṭa and Visarrjāṃ’s payment of 40 feet was made on the 21st of the 12th month. Consequently, this account must have been made after that date.%§13 u thauna dva hālai va sūlya thaunaka nāṃdi: ‘The Sogdians took small cloth for 2.5 bolts.’ Bailey (KT IV, p. 21) reads ‘u thauna dva hālai u’. As discussed in the commentary on Archive 3/3.1 §34, the Sogdians delivered tribute cloth on behalf of some people in return for small cloth. Here, the emphasis is on the small cloth. The Sogdians delivered 2.5 bolts of tribute cloth for those who should but could not deliver it, and took (nāṃdi) small cloth in return. The wording is slightly different in Archive 3/3.3 §6: thauna dva hālai sūlya hauḍāṃdi ‘the Sogdians delivered two and a half bolts’. The emphasis is on the tribute cloth. The Sogdians delivered (hauḍāṃdi) 2.5 bolts of tribute cloth to the officials on behalf of those who should but could not deliver it.%§14 thini ttiki: This village name must be from Chinese. Bailey (KT IV, p.60) suggests tiāndé 天 德, but a place name as such is not attested elsewhere in Khotanese and Chinese documents from Khotan.%§14 biśa: bisā-, L.s., ‘house, village’, the lowest level in the administrative system of Khotan, corresponding to Chin. cūn 村 ‘village’ (Duan 2009a, p.66), but not Tib. tshan(d) as suggested in Tsugihito 2009, p.146. Tib. tshan(d) is equivalent to Chin. zhōu 州 ‘prefecture’ (Zhu 2012, p.75).%§14 bisā: bisaa-, particle following locatives.%§15 kṣau na ra byaidi sūlau jsa: ‘The voucher has not been obtained from the Sogdians yet.’ The Sogdians should have received a voucher from spāta Śe’maka, to whom they had delivered tribute cloth on behalf of some Khotanese workers. The Sogdians should then the pass the voucher to the officials of the prefecture so that their payment can be confirmed and taken into account, but they have not done so. This lack of voucher is probably reflected again in Archive 3/3.16 §2.%§16 mūrai ysāra kṣi-se ca’hau’si yaudarä hīye vāra: ‘Yaudara owes 1640 mūrās.’ One foot of small cloth is worth 450 mūrās (Archive 3/3.4 §8). 1640 mūrās is approximately equivalent to 3.65 feet of small cloth (3.65 × 450 = 1642.5), the amount assigned to those who deliver small cloth instead of floss silk cloth (Archive 3/3.4 §8-§9). Yaudara is attested again in Archive 3/3.12%§3 as owing 520 mūrās.%§17 mūri dvī ysā dvī-sa paṃjsāsi sūradatti hīye vāra: ‘Sūradatta owes 2250 mūrās.’ 2250 mūrās is equivalent to five feet of small cloth. (2250 ÷ 450 = 5) Interestingly, it was recorded in Archive 3/3.9 §6 that Sūradatta owes 5 feet of cloth, perhaps because Namaubuda delivered 18.1 feet on his behalf (Archive 3/3.1 §22), almost 5 feet short of the assigned amount. Additionally, according to Archive 3/2.17 §2, Sūradatta paid his due in the third month of the next year. Conceivably, the scribe of this document mistook the 5 feet of cloth that Sūradatta owed as 5 feet of small cloth.%§18 mūrä ysārä kṣi-si cahausi pa’ sudatti vāra: ‘Sudatta from Pa’ owes 1640 mūrās.’ As in%§16, 1640 mūrās is the amount assigned in Archive 3/3.4 §9. Sudatta from Pa’ is not attested in the vouchers. Perhaps he also repaid his debt three months later, but his voucher has not been preserved.","KT IV: 21, 53-61; ZHANG Zhan 2016: 290-294."
75,"3 Museum of Ethnography, Stockholm, Sweden",1 Khotan,5 Domoko,Hedin 2,Hedin,,1 Khotanese,"2 Southern Brahmī, cursive",1 Secular,,,,,,,1,1,11,1 paper,,http://idp.bl.uk/idp.a4d,75,,,"KT IV: 21-22, 61-67."
